Market Name,Commodity,Modal Price (Rs./Quintal),Price Date
Thanjavur,Rice,2506.0,12 Oct 2024
Thanjavur,Rice,2416.0,13 Oct 2024
Thanjavur,Rice,2524.0,14 Oct 2024
Thanjavur,Rice,2310.0,15 Oct 2024
Thanjavur,Rice,2434.0,16 Oct 2024
Thanjavur,Rice,2476.0,17 Oct 2024
Thanjavur,Rice,2529.0,18 Oct 2024
Thanjavur,Rice,2613.0,19 Oct 2024
Thanjavur,Rice,2492.0,20 Oct 2024
Thanjavur,Rice,2376.0,21 Oct 2024
Thanjavur,Rice,2493.0,22 Oct 2024
Thanjavur,Rice,2486.0,23 Oct 2024
Thanjavur,Rice,2427.0,24 Oct 2024
Thanjavur,Rice,2580.0,25 Oct 2024
Thanjavur,Rice,2502.0,26 Oct 2024
Thanjavur,Rice,2426.0,27 Oct 2024
Thanjavur,Rice,2396.0,28 Oct 2024
Thanjavur,Rice,2498.0,29 Oct 2024
Thanjavur,Rice,2608.0,30 Oct 2024
Thanjavur,Rice,2438.0,31 Oct 2024
Thanjavur,Rice,2023.0,01 Nov 2024
Thanjavur,Rice,1959.0,02 Nov 2024
Thanjavur,Rice,1986.0,03 Nov 2024
Thanjavur,Rice,1885.0,04 Nov 2024
Thanjavur,Rice,2022.0,05 Nov 2024
Thanjavur,Rice,1957.0,06 Nov 2024
Thanjavur,Rice,2037.0,07 Nov 2024
Thanjavur,Rice,2122.0,08 Nov 2024
Thanjavur,Rice,1991.0,09 Nov 2024
Thanjavur,Rice,2035.0,10 Nov 2024
Thanjavur,Rice,2005.0,11 Nov 2024
Thanjavur,Rice,1974.0,12 Nov 2024
Thanjavur,Rice,1924.0,13 Nov 2024
Thanjavur,Rice,2014.0,14 Nov 2024
Thanjavur,Rice,1945.0,15 Nov 2024
Thanjavur,Rice,1924.0,16 Nov 2024
Thanjavur,Rice,2044.0,17 Nov 2024
Thanjavur,Rice,1908.0,18 Nov 2024
Thanjavur,Rice,2051.0,19 Nov 2024
Thanjavur,Rice,1978.0,20 Nov 2024
Thanjavur,Rice,1969.0,21 Nov 2024
Thanjavur,Rice,1999.0,22 Nov 2024
Thanjavur,Rice,2080.0,23 Nov 2024
Thanjavur,Rice,2032.0,24 Nov 2024
Thanjavur,Rice,1959.0,25 Nov 2024
Thanjavur,Rice,1959.0,26 Nov 2024
Thanjavur,Rice,2075.0,27 Nov 2024
Thanjavur,Rice,2051.0,28 Nov 2024
Thanjavur,Rice,2029.0,29 Nov 2024
Thanjavur,Rice,1985.0,30 Nov 2024
Thanjavur,Rice,2040.0,01 Dec 2024
Thanjavur,Rice,2076.0,02 Dec 2024
Thanjavur,Rice,1979.0,03 Dec 2024
Thanjavur,Rice,2006.0,04 Dec 2024
Thanjavur,Rice,2062.0,05 Dec 2024
Thanjavur,Rice,2012.0,06 Dec 2024
Thanjavur,Rice,1950.0,07 Dec 2024
Thanjavur,Rice,2074.0,08 Dec 2024
Thanjavur,Rice,2118.0,09 Dec 2024
Thanjavur,Rice,1933.0,10 Dec 2024
Thanjavur,Rice,2032.0,11 Dec 2024
Thanjavur,Rice,1904.0,12 Dec 2024
Thanjavur,Rice,2152.0,13 Dec 2024
Thanjavur,Rice,2109.0,14 Dec 2024
Thanjavur,Rice,1980.0,15 Dec 2024
Thanjavur,Rice,2251.0,16 Dec 2024
Thanjavur,Rice,2012.0,17 Dec 2024
Thanjavur,Rice,1960.0,18 Dec 2024
Thanjavur,Rice,2063.0,19 Dec 2024
Thanjavur,Rice,2062.0,20 Dec 2024
Thanjavur,Rice,1965.0,21 Dec 2024
Thanjavur,Rice,1896.0,22 Dec 2024
Thanjavur,Rice,1988.0,23 Dec 2024
Thanjavur,Rice,2036.0,24 Dec 2024
Thanjavur,Rice,2065.0,25 Dec 2024
Thanjavur,Rice,1879.0,26 Dec 2024
Thanjavur,Rice,1926.0,27 Dec 2024
Thanjavur,Rice,2111.0,28 Dec 2024
Thanjavur,Rice,2051.0,29 Dec 2024
Thanjavur,Rice,1968.0,30 Dec 2024
Thanjavur,Rice,2146.0,31 Dec 2024
Thanjavur,Rice,2456.0,01 Jan 2025
Thanjavur,Rice,2361.0,02 Jan 2025
Thanjavur,Rice,2489.0,03 Jan 2025
Thanjavur,Rice,2500.0,04 Jan 2025
Thanjavur,Rice,2480.0,05 Jan 2025
Thanjavur,Rice,2552.0,06 Jan 2025
Thanjavur,Rice,2490.0,07 Jan 2025
Thanjavur,Rice,2352.0,08 Jan 2025
Thanjavur,Rice,2505.0,09 Jan 2025
Thanjavur,Rice,2470.0,10 Jan 2025
Thanjavur,Rice,2580.0,11 Jan 2025
Thanjavur,Rice,2529.0,12 Jan 2025
Thanjavur,Rice,2485.0,13 Jan 2025
Thanjavur,Rice,2451.0,14 Jan 2025
Thanjavur,Rice,2480.0,15 Jan 2025
Thanjavur,Rice,2339.0,16 Jan 2025
Thanjavur,Rice,2692.0,17 Jan 2025
Thanjavur,Rice,2448.0,18 Jan 2025
Thanjavur,Rice,2358.0,19 Jan 2025
Thanjavur,Rice,2558.0,20 Jan 2025
Thanjavur,Rice,2550.0,21 Jan 2025
Thanjavur,Rice,2536.0,22 Jan 2025
Thanjavur,Rice,2551.0,23 Jan 2025
Thanjavur,Rice,2678.0,24 Jan 2025
Thanjavur,Rice,2394.0,25 Jan 2025
Thanjavur,Rice,2347.0,26 Jan 2025
Thanjavur,Rice,2570.0,27 Jan 2025
Thanjavur,Rice,2562.0,28 Jan 2025
Thanjavur,Rice,2405.0,29 Jan 2025
Thanjavur,Rice,2552.0,30 Jan 2025
Thanjavur,Rice,2476.0,31 Jan 2025
Thanjavur,Rice,2471.0,01 Feb 2025
Thanjavur,Rice,2248.0,02 Feb 2025
Thanjavur,Rice,2454.0,03 Feb 2025
Thanjavur,Rice,2482.0,04 Feb 2025
Thanjavur,Rice,2494.0,05 Feb 2025
Thanjavur,Rice,2637.0,06 Feb 2025
Thanjavur,Rice,2653.0,07 Feb 2025
Thanjavur,Rice,2472.0,08 Feb 2025
Thanjavur,Rice,2545.0,09 Feb 2025
Thanjavur,Rice,2591.0,10 Feb 2025
Thanjavur,Rice,2550.0,11 Feb 2025
Thanjavur,Rice,2605.0,12 Feb 2025
Thanjavur,Rice,2505.0,13 Feb 2025
Thanjavur,Rice,2505.0,14 Feb 2025
Thanjavur,Rice,2416.0,15 Feb 2025
Thanjavur,Rice,2454.0,16 Feb 2025
Thanjavur,Rice,2482.0,17 Feb 2025
Thanjavur,Rice,2447.0,18 Feb 2025
Thanjavur,Rice,2653.0,19 Feb 2025
Thanjavur,Rice,2549.0,20 Feb 2025
Thanjavur,Rice,2304.0,21 Feb 2025
Thanjavur,Rice,2431.0,22 Feb 2025
Thanjavur,Rice,2632.0,23 Feb 2025
Thanjavur,Rice,2286.0,24 Feb 2025
Thanjavur,Rice,2412.0,25 Feb 2025
Thanjavur,Rice,2523.0,26 Feb 2025
Thanjavur,Rice,2548.0,27 Feb 2025
Thanjavur,Rice,2313.0,28 Feb 2025
Thanjavur,Rice,2397.0,01 Mar 2025
Thanjavur,Rice,2561.0,02 Mar 2025
Thanjavur,Rice,2339.0,03 Mar 2025
Thanjavur,Rice,2534.0,04 Mar 2025
Thanjavur,Rice,2526.0,05 Mar 2025
Thanjavur,Rice,2455.0,06 Mar 2025
Thanjavur,Rice,2591.0,07 Mar 2025
Thanjavur,Rice,2654.0,08 Mar 2025
Thanjavur,Rice,2475.0,09 Mar 2025
Thanjavur,Rice,2447.0,10 Mar 2025
Thanjavur,Rice,2425.0,11 Mar 2025
Thanjavur,Rice,2328.0,12 Mar 2025
Thanjavur,Rice,2433.0,13 Mar 2025
Thanjavur,Rice,2357.0,14 Mar 2025
Thanjavur,Rice,2387.0,15 Mar 2025
Thanjavur,Rice,2617.0,16 Mar 2025
Thanjavur,Rice,2435.0,17 Mar 2025
Thanjavur,Rice,2523.0,18 Mar 2025
Thanjavur,Rice,2563.0,19 Mar 2025
Thanjavur,Rice,2480.0,20 Mar 2025
Thanjavur,Rice,2351.0,21 Mar 2025
Thanjavur,Rice,2477.0,22 Mar 2025
Thanjavur,Rice,2489.0,23 Mar 2025
Thanjavur,Rice,2573.0,24 Mar 2025
Thanjavur,Rice,2460.0,25 Mar 2025
Thanjavur,Rice,2520.0,26 Mar 2025
Thanjavur,Rice,2609.0,27 Mar 2025
Thanjavur,Rice,2435.0,28 Mar 2025
Thanjavur,Rice,2566.0,29 Mar 2025
Thanjavur,Rice,2336.0,30 Mar 2025
Thanjavur,Rice,2601.0,31 Mar 2025
Thanjavur,Rice,2401.0,01 Apr 2025
Thanjavur,Rice,2509.0,02 Apr 2025
Thanjavur,Rice,2350.0,03 Apr 2025
Thanjavur,Rice,2556.0,04 Apr 2025
Thanjavur,Rice,2506.0,05 Apr 2025
Thanjavur,Rice,2228.0,06 Apr 2025
Thanjavur,Rice,2508.0,07 Apr 2025
Thanjavur,Rice,2423.0,08 Apr 2025
Thanjavur,Rice,2405.0,09 Apr 2025
Thanjavur,Rice,2530.0,10 Apr 2025
Thanjavur,Rice,2693.0,11 Apr 2025
Thanjavur,Rice,2455.0,12 Apr 2025
Thanjavur,Rice,2476.0,13 Apr 2025
Thanjavur,Rice,2501.0,14 Apr 2025
Thanjavur,Rice,2591.0,15 Apr 2025
Thanjavur,Rice,2423.0,16 Apr 2025
Thanjavur,Rice,2319.0,17 Apr 2025
Thanjavur,Rice,2382.0,18 Apr 2025
Thanjavur,Rice,2504.0,19 Apr 2025
Thanjavur,Rice,2521.0,20 Apr 2025
Thanjavur,Rice,2502.0,21 Apr 2025
Thanjavur,Rice,2411.0,22 Apr 2025
Thanjavur,Rice,2365.0,23 Apr 2025
Thanjavur,Rice,2454.0,24 Apr 2025
Thanjavur,Rice,2454.0,25 Apr 2025
Thanjavur,Rice,2514.0,26 Apr 2025
Thanjavur,Rice,2408.0,27 Apr 2025
Thanjavur,Rice,2592.0,28 Apr 2025
Thanjavur,Rice,2438.0,29 Apr 2025
Thanjavur,Rice,2591.0,30 Apr 2025
Thanjavur,Rice,2635.0,01 May 2025
Thanjavur,Rice,2392.0,02 May 2025
Thanjavur,Rice,2453.0,03 May 2025
Thanjavur,Rice,2402.0,04 May 2025
Thanjavur,Rice,2289.0,05 May 2025
Thanjavur,Rice,2526.0,06 May 2025
Thanjavur,Rice,2500.0,07 May 2025
Thanjavur,Rice,2543.0,08 May 2025
Thanjavur,Rice,2309.0,09 May 2025
Thanjavur,Rice,2635.0,10 May 2025
Thanjavur,Rice,2435.0,11 May 2025
Thanjavur,Rice,2577.0,12 May 2025
Thanjavur,Rice,2490.0,13 May 2025
Thanjavur,Rice,2385.0,14 May 2025
Thanjavur,Rice,2659.0,15 May 2025
Thanjavur,Rice,2467.0,16 May 2025
Thanjavur,Rice,2514.0,17 May 2025
Thanjavur,Rice,2326.0,18 May 2025
Thanjavur,Rice,2546.0,19 May 2025
Thanjavur,Rice,2544.0,20 May 2025
Thanjavur,Rice,2622.0,21 May 2025
Thanjavur,Rice,2507.0,22 May 2025
Thanjavur,Rice,2692.0,23 May 2025
Thanjavur,Rice,2419.0,24 May 2025
Thanjavur,Rice,2485.0,25 May 2025
Thanjavur,Rice,2529.0,26 May 2025
Thanjavur,Rice,2606.0,27 May 2025
Thanjavur,Rice,2517.0,28 May 2025
Thanjavur,Rice,2477.0,29 May 2025
Thanjavur,Rice,2551.0,30 May 2025
Thanjavur,Rice,2385.0,31 May 2025
Thanjavur,Rice,2537.0,01 Jun 2025
Thanjavur,Rice,2496.0,02 Jun 2025
Thanjavur,Rice,2417.0,03 Jun 2025
Thanjavur,Rice,2574.0,04 Jun 2025
Thanjavur,Rice,2286.0,05 Jun 2025
Thanjavur,Rice,2454.0,06 Jun 2025
Thanjavur,Rice,2419.0,07 Jun 2025
Thanjavur,Rice,2528.0,08 Jun 2025
Thanjavur,Rice,2231.0,09 Jun 2025
Thanjavur,Rice,2563.0,10 Jun 2025
Thanjavur,Rice,2335.0,11 Jun 2025
Thanjavur,Rice,2669.0,12 Jun 2025
Thanjavur,Rice,2411.0,13 Jun 2025
Thanjavur,Rice,2651.0,14 Jun 2025
Thanjavur,Rice,2367.0,15 Jun 2025
Thanjavur,Rice,2552.0,16 Jun 2025
Thanjavur,Rice,2406.0,17 Jun 2025
Thanjavur,Rice,2448.0,18 Jun 2025
Thanjavur,Rice,2458.0,19 Jun 2025
Thanjavur,Rice,2409.0,20 Jun 2025
Thanjavur,Rice,2523.0,21 Jun 2025
Thanjavur,Rice,2548.0,22 Jun 2025
Thanjavur,Rice,2522.0,23 Jun 2025
Thanjavur,Rice,2300.0,24 Jun 2025
Thanjavur,Rice,2587.0,25 Jun 2025
Thanjavur,Rice,2461.0,26 Jun 2025
Thanjavur,Rice,2642.0,27 Jun 2025
Thanjavur,Rice,2536.0,28 Jun 2025
Thanjavur,Rice,2672.0,29 Jun 2025
Thanjavur,Rice,2461.0,30 Jun 2025
Thanjavur,Rice,2514.0,01 Jul 2025
Thanjavur,Rice,2285.0,02 Jul 2025
Thanjavur,Rice,2481.0,03 Jul 2025
Thanjavur,Rice,2477.0,04 Jul 2025
Thanjavur,Rice,2495.0,05 Jul 2025
Thanjavur,Rice,2484.0,06 Jul 2025
Thanjavur,Rice,2408.0,07 Jul 2025
Thanjavur,Rice,2631.0,08 Jul 2025
Thanjavur,Rice,2343.0,09 Jul 2025
Thanjavur,Rice,2415.0,10 Jul 2025
Thanjavur,Rice,2486.0,11 Jul 2025
Thanjavur,Rice,2513.0,12 Jul 2025
Thanjavur,Rice,2356.0,13 Jul 2025
Thanjavur,Rice,2427.0,14 Jul 2025
Villupuram,Rice,2560.0,15 Aug 2024
Villupuram,Rice,2330.0,16 Aug 2024
Villupuram,Rice,2433.0,17 Aug 2024
Villupuram,Rice,2521.0,18 Aug 2024
Villupuram,Rice,2316.0,19 Aug 2024
Villupuram,Rice,2576.0,20 Aug 2024
Villupuram,Rice,2398.0,21 Aug 2024
Villupuram,Rice,2534.0,22 Aug 2024
Villupuram,Rice,2590.0,23 Aug 2024
Villupuram,Rice,2689.0,24 Aug 2024
Villupuram,Rice,2533.0,25 Aug 2024
Villupuram,Rice,2512.0,26 Aug 2024
Villupuram,Rice,2475.0,27 Aug 2024
Villupuram,Rice,2567.0,28 Aug 2024
Villupuram,Rice,2563.0,29 Aug 2024
Villupuram,Rice,2568.0,30 Aug 2024
Villupuram,Rice,2418.0,31 Aug 2024
Villupuram,Rice,2625.0,01 Sep 2024
Villupuram,Rice,2390.0,02 Sep 2024
Villupuram,Rice,2659.0,03 Sep 2024
Villupuram,Rice,2372.0,04 Sep 2024
Villupuram,Rice,2367.0,05 Sep 2024
Villupuram,Rice,2598.0,06 Sep 2024
Villupuram,Rice,2533.0,07 Sep 2024
Villupuram,Rice,2511.0,08 Sep 2024
Villupuram,Rice,2617.0,09 Sep 2024
Villupuram,Rice,2482.0,10 Sep 2024
Villupuram,Rice,2398.0,11 Sep 2024
Villupuram,Rice,2559.0,12 Sep 2024
Villupuram,Rice,2593.0,13 Sep 2024
Villupuram,Rice,2593.0,14 Sep 2024
Villupuram,Rice,2593.0,15 Sep 2024
Villupuram,Rice,2516.0,16 Sep 2024
Villupuram,Rice,2428.0,17 Sep 2024
Villupuram,Rice,2564.0,18 Sep 2024
Villupuram,Rice,2469.0,19 Sep 2024
Villupuram,Rice,2577.0,20 Sep 2024
Villupuram,Rice,2369.0,21 Sep 2024
Villupuram,Rice,2421.0,22 Sep 2024
Villupuram,Rice,2409.0,23 Sep 2024
Villupuram,Rice,2492.0,24 Sep 2024
Villupuram,Rice,2461.0,25 Sep 2024
Villupuram,Rice,2386.0,26 Sep 2024
Villupuram,Rice,2607.0,27 Sep 2024
Villupuram,Rice,2398.0,28 Sep 2024
Villupuram,Rice,2586.0,29 Sep 2024
Villupuram,Rice,2525.0,30 Sep 2024
Villupuram,Rice,2525.0,01 Oct 2024
Villupuram,Rice,2554.0,02 Oct 2024
Villupuram,Rice,2517.0,03 Oct 2024
Villupuram,Rice,2466.0,04 Oct 2024
Villupuram,Rice,2447.0,05 Oct 2024
Villupuram,Rice,2599.0,06 Oct 2024
Villupuram,Rice,2576.0,07 Oct 2024
Villupuram,Rice,2362.0,08 Oct 2024
Villupuram,Rice,2502.0,09 Oct 2024
Villupuram,Rice,2431.0,10 Oct 2024
Villupuram,Rice,2577.0,11 Oct 2024
Villupuram,Rice,2464.0,12 Oct 2024
Villupuram,Rice,2348.0,13 Oct 2024
Villupuram,Rice,2516.0,14 Oct 2024
Villupuram,Rice,2472.0,15 Oct 2024
Villupuram,Rice,2518.0,16 Oct 2024
Villupuram,Rice,2374.0,17 Oct 2024
Villupuram,Rice,2624.0,18 Oct 2024
Villupuram,Rice,2734.0,19 Oct 2024
Villupuram,Rice,2589.0,20 Oct 2024
Villupuram,Rice,2541.0,21 Oct 2024
Villupuram,Rice,2559.0,22 Oct 2024
Villupuram,Rice,2443.0,23 Oct 2024
Villupuram,Rice,2516.0,24 Oct 2024
Villupuram,Rice,2590.0,25 Oct 2024
Villupuram,Rice,2501.0,26 Oct 2024
Villupuram,Rice,2358.0,27 Oct 2024
Villupuram,Rice,2555.0,28 Oct 2024
Villupuram,Rice,2517.0,29 Oct 2024
Villupuram,Rice,2656.0,30 Oct 2024
Villupuram,Rice,2564.0,31 Oct 2024
Villupuram,Rice,1988.0,01 Nov 2024
Villupuram,Rice,1942.0,02 Nov 2024
Villupuram,Rice,1989.0,03 Nov 2024
Villupuram,Rice,1937.0,04 Nov 2024
Villupuram,Rice,2193.0,05 Nov 2024
Villupuram,Rice,2003.0,06 Nov 2024
Villupuram,Rice,2026.0,07 Nov 2024
Villupuram,Rice,1912.0,08 Nov 2024
Villupuram,Rice,1960.0,09 Nov 2024
Villupuram,Rice,1997.0,10 Nov 2024
Villupuram,Rice,1981.0,11 Nov 2024
Villupuram,Rice,2041.0,12 Nov 2024
Villupuram,Rice,2094.0,13 Nov 2024
Villupuram,Rice,1985.0,14 Nov 2024
Villupuram,Rice,1979.0,15 Nov 2024
Villupuram,Rice,2152.0,16 Nov 2024
Villupuram,Rice,2021.0,17 Nov 2024
Villupuram,Rice,2025.0,18 Nov 2024
Villupuram,Rice,2147.0,19 Nov 2024
Villupuram,Rice,1975.0,20 Nov 2024
Villupuram,Rice,2103.0,21 Nov 2024
Villupuram,Rice,2128.0,22 Nov 2024
Villupuram,Rice,2019.0,23 Nov 2024
Villupuram,Rice,2061.0,24 Nov 2024
Villupuram,Rice,2060.0,25 Nov 2024
Villupuram,Rice,1982.0,26 Nov 2024
Villupuram,Rice,2134.0,27 Nov 2024
Villupuram,Rice,1736.0,28 Nov 2024
Villupuram,Rice,2085.0,29 Nov 2024
Villupuram,Rice,2099.0,30 Nov 2024
Villupuram,Rice,2018.0,01 Dec 2024
Villupuram,Rice,1828.0,02 Dec 2024
Villupuram,Rice,1935.0,03 Dec 2024
Villupuram,Rice,2073.0,04 Dec 2024
Villupuram,Rice,2118.0,05 Dec 2024
Villupuram,Rice,1953.0,06 Dec 2024
Villupuram,Rice,2063.0,07 Dec 2024
Villupuram,Rice,2031.0,08 Dec 2024
Villupuram,Rice,2019.0,09 Dec 2024
Villupuram,Rice,2098.0,10 Dec 2024
Villupuram,Rice,2011.0,11 Dec 2024
Villupuram,Rice,1948.0,12 Dec 2024
Villupuram,Rice,1993.0,13 Dec 2024
Villupuram,Rice,2049.0,14 Dec 2024
Villupuram,Rice,2088.0,15 Dec 2024
Villupuram,Rice,1836.0,16 Dec 2024
Villupuram,Rice,2027.0,17 Dec 2024
Villupuram,Rice,2084.0,18 Dec 2024
Villupuram,Rice,2027.0,19 Dec 2024
Villupuram,Rice,2094.0,20 Dec 2024
Villupuram,Rice,1961.0,21 Dec 2024
Villupuram,Rice,1938.0,22 Dec 2024
Villupuram,Rice,2031.0,23 Dec 2024
Villupuram,Rice,1994.0,24 Dec 2024
Villupuram,Rice,2116.0,25 Dec 2024
Villupuram,Rice,2027.0,26 Dec 2024
Villupuram,Rice,1992.0,27 Dec 2024
Villupuram,Rice,2047.0,28 Dec 2024
Villupuram,Rice,2013.0,29 Dec 2024
Villupuram,Rice,2051.0,30 Dec 2024
Villupuram,Rice,2179.0,31 Dec 2024
Villupuram,Rice,2500.0,01 Jan 2025
Villupuram,Rice,2494.0,02 Jan 2025
Villupuram,Rice,2485.0,03 Jan 2025
Villupuram,Rice,2639.0,04 Jan 2025
Villupuram,Rice,2457.0,05 Jan 2025
Villupuram,Rice,2457.0,06 Jan 2025
Villupuram,Rice,2572.0,07 Jan 2025
Villupuram,Rice,2455.0,08 Jan 2025
Villupuram,Rice,2525.0,09 Jan 2025
Villupuram,Rice,2416.0,10 Jan 2025
Villupuram,Rice,2354.0,11 Jan 2025
Villupuram,Rice,2423.0,12 Jan 2025
Villupuram,Rice,2548.0,13 Jan 2025
Villupuram,Rice,2523.0,14 Jan 2025
Villupuram,Rice,2582.0,15 Jan 2025
Villupuram,Rice,2395.0,16 Jan 2025
Villupuram,Rice,2600.0,17 Jan 2025
Villupuram,Rice,2583.0,18 Jan 2025
Villupuram,Rice,2363.0,19 Jan 2025
Villupuram,Rice,2518.0,20 Jan 2025
Villupuram,Rice,2404.0,21 Jan 2025
Villupuram,Rice,2299.0,22 Jan 2025
Villupuram,Rice,2452.0,23 Jan 2025
Villupuram,Rice,2454.0,24 Jan 2025
Villupuram,Rice,2618.0,25 Jan 2025
Villupuram,Rice,2422.0,26 Jan 2025
Villupuram,Rice,2429.0,27 Jan 2025
Villupuram,Rice,2563.0,28 Jan 2025
Villupuram,Rice,2640.0,29 Jan 2025
Villupuram,Rice,2459.0,30 Jan 2025
Villupuram,Rice,2538.0,31 Jan 2025
Villupuram,Rice,2453.0,01 Feb 2025
Villupuram,Rice,2492.0,02 Feb 2025
Villupuram,Rice,2606.0,03 Feb 2025
Villupuram,Rice,2359.0,04 Feb 2025
Villupuram,Rice,2361.0,05 Feb 2025
Villupuram,Rice,2548.0,06 Feb 2025
Villupuram,Rice,2497.0,07 Feb 2025
Villupuram,Rice,2439.0,08 Feb 2025
Villupuram,Rice,2568.0,09 Feb 2025
Villupuram,Rice,2557.0,10 Feb 2025
Villupuram,Rice,2500.0,11 Feb 2025
Villupuram,Rice,2421.0,12 Feb 2025
Villupuram,Rice,2719.0,13 Feb 2025
Villupuram,Rice,2476.0,14 Feb 2025
Villupuram,Rice,2366.0,15 Feb 2025
Villupuram,Rice,2473.0,16 Feb 2025
Villupuram,Rice,2541.0,17 Feb 2025
Villupuram,Rice,2516.0,18 Feb 2025
Villupuram,Rice,2666.0,19 Feb 2025
Villupuram,Rice,2472.0,20 Feb 2025
Villupuram,Rice,2505.0,21 Feb 2025
Villupuram,Rice,2220.0,22 Feb 2025
Villupuram,Rice,2482.0,23 Feb 2025
Villupuram,Rice,2529.0,24 Feb 2025
Villupuram,Rice,2501.0,25 Feb 2025
Villupuram,Rice,2310.0,26 Feb 2025
Villupuram,Rice,2476.0,27 Feb 2025
Villupuram,Rice,2414.0,28 Feb 2025
Villupuram,Rice,2399.0,01 Mar 2025
Villupuram,Rice,2557.0,02 Mar 2025
Villupuram,Rice,2373.0,03 Mar 2025
Villupuram,Rice,2517.0,04 Mar 2025
Villupuram,Rice,2549.0,05 Mar 2025
Villupuram,Rice,2400.0,06 Mar 2025
Villupuram,Rice,2386.0,07 Mar 2025
Villupuram,Rice,2659.0,08 Mar 2025
Villupuram,Rice,2528.0,09 Mar 2025
Villupuram,Rice,2597.0,10 Mar 2025
Villupuram,Rice,2330.0,11 Mar 2025
Villupuram,Rice,2478.0,12 Mar 2025
Villupuram,Rice,2530.0,13 Mar 2025
Villupuram,Rice,2506.0,14 Mar 2025
Villupuram,Rice,2532.0,15 Mar 2025
Villupuram,Rice,2533.0,16 Mar 2025
Villupuram,Rice,2523.0,17 Mar 2025
Villupuram,Rice,2436.0,18 Mar 2025
Villupuram,Rice,2510.0,19 Mar 2025
Villupuram,Rice,2713.0,20 Mar 2025
Villupuram,Rice,2521.0,21 Mar 2025
Villupuram,Rice,2639.0,22 Mar 2025
Villupuram,Rice,2549.0,23 Mar 2025
Villupuram,Rice,2282.0,24 Mar 2025
Villupuram,Rice,2549.0,25 Mar 2025
Villupuram,Rice,2377.0,26 Mar 2025
Villupuram,Rice,2303.0,27 Mar 2025
Villupuram,Rice,2453.0,28 Mar 2025
Villupuram,Rice,2492.0,29 Mar 2025
Villupuram,Rice,2463.0,30 Mar 2025
Villupuram,Rice,2576.0,31 Mar 2025
Villupuram,Rice,2524.0,01 Apr 2025
Villupuram,Rice,2302.0,02 Apr 2025
Villupuram,Rice,2608.0,03 Apr 2025
Villupuram,Rice,2608.0,04 Apr 2025
Villupuram,Rice,2439.0,05 Apr 2025
Villupuram,Rice,2557.0,06 Apr 2025
Villupuram,Rice,2487.0,07 Apr 2025
Villupuram,Rice,2498.0,08 Apr 2025
Villupuram,Rice,2296.0,09 Apr 2025
Villupuram,Rice,2304.0,10 Apr 2025
Villupuram,Rice,2615.0,11 Apr 2025
Villupuram,Rice,2475.0,12 Apr 2025
Villupuram,Rice,2386.0,13 Apr 2025
Villupuram,Rice,2571.0,14 Apr 2025
Villupuram,Rice,2506.0,15 Apr 2025
Villupuram,Rice,2486.0,16 Apr 2025
Villupuram,Rice,2565.0,17 Apr 2025
Villupuram,Rice,2615.0,18 Apr 2025
Villupuram,Rice,2417.0,19 Apr 2025
Villupuram,Rice,2420.0,20 Apr 2025
Villupuram,Rice,2294.0,21 Apr 2025
Villupuram,Rice,2589.0,22 Apr 2025
Villupuram,Rice,2501.0,23 Apr 2025
Villupuram,Rice,2569.0,24 Apr 2025
Villupuram,Rice,2444.0,25 Apr 2025
Villupuram,Rice,2460.0,26 Apr 2025
Villupuram,Rice,2468.0,27 Apr 2025
Villupuram,Rice,2449.0,28 Apr 2025
Villupuram,Rice,2571.0,29 Apr 2025
Villupuram,Rice,2526.0,30 Apr 2025
Villupuram,Rice,2432.0,01 May 2025
Villupuram,Rice,2312.0,02 May 2025
Villupuram,Rice,2579.0,03 May 2025
Villupuram,Rice,2472.0,04 May 2025
Villupuram,Rice,2473.0,05 May 2025
Villupuram,Rice,2715.0,06 May 2025
Villupuram,Rice,2393.0,07 May 2025
Villupuram,Rice,2431.0,08 May 2025
Villupuram,Rice,2306.0,09 May 2025
Villupuram,Rice,2374.0,10 May 2025
Villupuram,Rice,2433.0,11 May 2025
Villupuram,Rice,2579.0,12 May 2025
Villupuram,Rice,2519.0,13 May 2025
Villupuram,Rice,2527.0,14 May 2025
Villupuram,Rice,2556.0,15 May 2025
Villupuram,Rice,2522.0,16 May 2025
Villupuram,Rice,2519.0,17 May 2025
Villupuram,Rice,2444.0,18 May 2025
Villupuram,Rice,2492.0,19 May 2025
Villupuram,Rice,2560.0,20 May 2025
Villupuram,Rice,2335.0,21 May 2025
Villupuram,Rice,2520.0,22 May 2025
Villupuram,Rice,2480.0,23 May 2025
Villupuram,Rice,2401.0,24 May 2025
Villupuram,Rice,2512.0,25 May 2025
Villupuram,Rice,2657.0,26 May 2025
Villupuram,Rice,2443.0,27 May 2025
Villupuram,Rice,2683.0,28 May 2025
Villupuram,Rice,2424.0,29 May 2025
Villupuram,Rice,2539.0,30 May 2025
Villupuram,Rice,2383.0,31 May 2025
Villupuram,Rice,2496.0,01 Jun 2025
Villupuram,Rice,2487.0,02 Jun 2025
Villupuram,Rice,2472.0,03 Jun 2025
Villupuram,Rice,2446.0,04 Jun 2025
Villupuram,Rice,2365.0,05 Jun 2025
Villupuram,Rice,2555.0,06 Jun 2025
Villupuram,Rice,2593.0,07 Jun 2025
Villupuram,Rice,2563.0,08 Jun 2025
Villupuram,Rice,2389.0,09 Jun 2025
